ID,Name,Age,Salary,Department,Gender,Years of Experience,Education Level,Performance Rating,Date of Hire,Job Title,Manager Name,Phone Number,Email Address,Address
968,Employee 968,46,72322.16,Engineering,Female,11,Master's,5.0,2021-03-08,Engineer Engineering,David Brown,622-904-3257,employee968@example.com,"2345 Main St, Anytown, USA"
969,Employee 969,25,108610.66,Finance,Male,1,PhD,4.5,2019-07-01,Manager Finance,John Doe,390-161-8055,employee969@example.com,"678 Main St, Anytown, USA"
970,Employee 970,28,62813.84,Sales,Female,19,PhD,3.5,2017-05-20,Analyst Sales,Jane Smith,357-668-4791,employee970@example.com,"456 Main St, Anytown, USA"
971,Employee 971,52,107904.17,HR,Female,30,PhD,4.5,2019-12-12,Assistant HR,John Doe,491-460-9801,employee971@example.com,"901 Main St, Anytown, USA"
972,Employee 972,63,62076.45,Marketing,Non-binary,30,High School,3.5,2016-11-01,Assistant Marketing,Jane Smith,580-648-7270,employee972@example.com,"2345 Main St, Anytown, USA"
973,Employee 973,54,66449.43,Marketing,Non-binary,3,Master's,3.5,2020-01-28,Assistant Marketing,David Brown,673-211-9921,employee973@example.com,"2345 Main St, Anytown, USA"
974,Employee 974,30,42789.32,Sales,Female,23,PhD,4.5,2017-10-14,Director Sales,David Brown,723-172-5532,employee974@example.com,"234 Main St, Anytown, USA"
975,Employee 975,21,110244.39,HR,Male,2,Associate's,5.0,2021-03-19,Assistant HR,Bob Johnson,175-654-8672,employee975@example.com,"5678 Main St, Anytown, USA"
976,Employee 976,36,72975.68,HR,Female,8,Associate's,4.5,2010-04-13,Manager HR,John Doe,743-636-4110,employee976@example.com,"5678 Main St, Anytown, USA"
977,Employee 977,52,47011.63,Marketing,Male,30,PhD,3.5,2016-06-22,Engineer Marketing,Emily Williams,181-646-5828,employee977@example.com,"101 Main St, Anytown, USA"
978,Employee 978,55,68137.56,Sales,Female,16,Associate's,4.0,2020-05-21,Assistant Sales,Bob Johnson,419-172-7628,employee978@example.com,"123 Main St, Anytown, USA"
979,Employee 979,36,109331.58,HR,Male,6,Associate's,3.0,2016-06-17,Director HR,Bob Johnson,205-582-9981,employee979@example.com,"234 Main St, Anytown, USA"
980,Employee 980,48,93094.39,Marketing,Male,30,Master's,4.0,2018-05-25,Coordinator Marketing,John Doe,619-825-4315,employee980@example.com,"234 Main St, Anytown, USA"
981,Employee 981,61,106074.7,HR,Female,13,Associate's,4.5,2019-04-15,Assistant HR,Jane Smith,244-307-2286,employee981@example.com,"123 Main St, Anytown, USA"
982,Employee 982,25,43575.9,Engineering,Female,12,Bachelor's,3.0,2023-10-01,Coordinator Engineering,David Brown,667-257-2552,employee982@example.com,"890 Main St, Anytown, USA"
983,Employee 983,44,103545.02,Engineering,Male,16,PhD,4.5,2020-09-09,Manager Engineering,Emily Williams,472-423-6457,employee983@example.com,"567 Main St, Anytown, USA"
984,Employee 984,23,83552.45,Sales,Female,12,Master's,4.5,2012-04-22,Manager Sales,Bob Johnson,113-366-1693,employee984@example.com,"2345 Main St, Anytown, USA"
985,Employee 985,54,60302.77,Finance,Non-binary,12,Master's,3.5,2016-08-19,Coordinator Finance,David Brown,288-186-3284,employee985@example.com,"2345 Main St, Anytown, USA"
986,Employee 986,31,53414.01,HR,Male,12,Bachelor's,3.0,2017-01-18,Manager HR,Emily Williams,515-512-3702,employee986@example.com,"2345 Main St, Anytown, USA"
987,Employee 987,32,89927.93,Sales,Male,14,Master's,3.5,2011-06-21,Analyst Sales,John Doe,222-144-6074,employee987@example.com,"101 Main St, Anytown, USA"
988,Employee 988,65,75214.51,Sales,Non-binary,8,Master's,4.0,2012-10-17,Assistant Sales,Emily Williams,449-724-1190,employee988@example.com,"123 Main St, Anytown, USA"
989,Employee 989,64,85913.6,Finance,Non-binary,8,Bachelor's,5.0,2011-07-07,Engineer Finance,Jane Smith,315-825-4335,employee989@example.com,"123 Main St, Anytown, USA"
990,Employee 990,36,55251.3,Sales,Female,3,Bachelor's,3.0,2018-04-11,Coordinator Sales,David Brown,997-591-1162,employee990@example.com,"123 Main St, Anytown, USA"
991,Employee 991,31,93417.53,Finance,Non-binary,9,Bachelor's,3.0,2020-11-20,Manager Finance,David Brown,125-339-9660,employee991@example.com,"234 Main St, Anytown, USA"
992,Employee 992,49,107669.29,HR,Male,24,Bachelor's,3.5,2021-11-14,Analyst HR,Jane Smith,482-783-5298,employee992@example.com,"101 Main St, Anytown, USA"
993,Employee 993,30,91986.26,Finance,Female,28,PhD,5.0,2016-04-05,Manager Finance,Emily Williams,825-268-5333,employee993@example.com,"678 Main St, Anytown, USA"
994,Employee 994,34,102472.52,Sales,Non-binary,26,Master's,3.5,2023-01-08,Coordinator Sales,John Doe,656-737-6857,employee994@example.com,"123 Main St, Anytown, USA"
995,Employee 995,44,74853.78,Sales,Non-binary,21,Associate's,4.5,2023-07-17,Engineer Sales,Emily Williams,833-479-8662,employee995@example.com,"456 Main St, Anytown, USA"
996,Employee 996,35,90504.52,HR,Female,25,High School,4.5,2015-10-06,Analyst HR,Emily Williams,828-463-5939,employee996@example.com,"901 Main St, Anytown, USA"
997,Employee 997,24,84169.23,Finance,Non-binary,27,Associate's,3.5,2021-08-06,Engineer Finance,Jane Smith,743-752-4566,employee997@example.com,"5678 Main St, Anytown, USA"
998,Employee 998,37,55187.76,Sales,Male,26,Associate's,4.5,2012-03-23,Director Sales,David Brown,662-460-1549,employee998@example.com,"567 Main St, Anytown, USA"
999,Employee 999,58,59540.1,Engineering,Male,26,Associate's,4.0,2010-03-12,Manager Engineering,John Doe,199-956-1475,employee999@example.com,"5678 Main St, Anytown, USA"
1000,Employee 1000,22,46976.57,Engineering,Female,24,Master's,4.0,2011-11-21,Assistant Engineering,David Brown,185-520-9752,employee1000@example.com,"101 Main St, Anytown, USA"
